Hash,Message,Hashes of Parents,Is a merge commit?,List of modified files
00333d0a4d3a1ea362191e34211ecf25083de222,Bug fix,['ad60b903d0baef0f9355f135a691ed794547e9d7'],False,['vectorized_mobject.py']
5e09a80c5bbca7626c57ac56396aec1709d85f07,"Bug fix, call super().finish()",['f61dfe7948340554a7302a5ee301102ba7279b00'],False,['transform.py']
5f69899e65f272a95c9e1bae88f681eef967acc7,Fix bug where all members of a family pointed to the same rgba array,['5e09a80c5bbca7626c57ac56396aec1709d85f07'],False,['mobject.py']
38b305bb1907dc9af61eb2b8eb0d3fd01110a994,Fix issue with pointwise_become_partial,['8cc484943e0bc2140f453f789c264184e65ebd2d'],False,['vectorized_mobject.py']
b40a3b5710dcb8b4b3586ef9c8d565994c09e9c7,Buf fix with Arrow,['38b305bb1907dc9af61eb2b8eb0d3fd01110a994'],False,['geometry.py']
281b38b86004b21418a98b5f2f164766f08f6762,Small fixes to make sure storing the bounding box works,['f90e4147b6002a970adcb1afef793a280580468e'],False,['mobject.py']
79b81363309d4b9eb1a125d6dac75ee5cd674bc1,fix Text in shaders,['7b67f4556b631334cbb61f9c5bb5428befe1ba3b'],False,"['text_mobject.py', 'directories.py']"
78848b971cd3f7db0831db58ad4e9c40d1cf61e4,fix a wrong usage of logging.log,['79b81363309d4b9eb1a125d6dac75ee5cd674bc1'],False,['extract_scene.py']
08e22cf8596d7a077669263d0af25026de96d9e2,Bug fix to apply_points_function,['1f3b058aa9ffbd038e0881ad6e2824e514b6f9d6'],False,['mobject.py']
bec3ba70eb6b51dd91677be843392b9137ea8827,"Merge pull request #1315 from Tony031218/shaders

Fix some bugs of the shaders branch","['08e22cf8596d7a077669263d0af25026de96d9e2', '7c04edcced38eea1046b934aa853e8500c4b3af9']",True,[]
c698c6ea444dbf4f99e36eb1e7b3b244a7ac99d6,Fix Point.set_location,['4e4a7b98868c8a90ac13456c2db9b75395eec26a'],False,['mobject.py']
f6b5edede29a972c2a1b08d035b37119a0a9d2c0,reduce annoying errors,['3d118a5bb6d0dd55111dc8bc496db07d010f26d9'],False,['scene.py']
b3c8940a1810303096c62e6374fccbf71e8759fa,Bug fix to Mobject.align_family and Mobject.add_n_more_submobjects,['1b1b13886064667d6c54592604be6583e44fdbd4'],False,['mobject.py']
78ac18496d316f90fc4cc47f87f4c722d74c6c67,Fix CameraFrame interpolation,['59af903f140784ec8a06d3fadeca802ea1e82412'],False,['camera.py']
090743aacbc4d8a6ebadb2127d1ffe325c6aaecd,Fix how sound files are found,['e4f888fbc46111be180229b99b4f2159d7eb9fc4'],False,"['directories.py', 'sounds.py']"
a58772db87104ef67c761fc94ca8b8e9253862c5,Fix writing to gifs,['0ac155d15085057f2a35050dcdef2bbcd80d85e6'],False,"['config.py', 'scene_file_writer.py']"
4494d80a4cc721d8f88f012acd07b82cc7c7e85f,fix path for sphinx-build,['14cbfc0423d0453a50dd2189522ae55597889a1b'],False,['docs.yml']
c0852eae8805bec75431cfb90336538763ad4864,Fix Action Workflow (#5),['4494d80a4cc721d8f88f012acd07b82cc7c7e85f'],False,"['docs.yml', 'conf.py']"
f900669bc42c04a71c656d3a4309663953106869,fix bugs and update README,['06ba7031c730ed4d9d387baacb40b6f445621f02'],False,"['README.md', 'about.rst', 'config.rst', 'configuration.rst']"
baab9ddf02c2d825c3e33cbe075c88d964b6c2b8,"Included fix for Text(%), though the underlying bug for rending these persists.",['c1ebb583c8b1e445ba5ab6c18361a1f151d9f5cb'],False,['svg_mobject.py']
73edeaa153b4eca1ce6ce5b6e5c8039253ae1d98,Fix TexTransformExample,['375bc2073d9e1640e3b95b2eaec3c4890a760ae1'],False,"['example_scenes.py', 'transform_matching_parts.py']"
5fb06e77b5cfe3290c1b1d46b8a78883fc2019b7,"Don't save triangulations to file, as this introduces unwanted errors",['d5d13c31747e8d380f44e95da07a124bafd19293'],False,['svg_mobject.py']
09ae714edbad328b51731c8876f79495d0719025,"fix

add a link to Chinese version in home page

fix a list wrong display

fix color list",['b63ba1c7a4261ed81e89b6f27eb7fdc71c784f28'],False,"['constants.rst', 'configuration.rst', 'index.rst']"
3dc0c7b0cbc3dd8fd402f6ccedf6a5afdc99d424,fix search,['09ae714edbad328b51731c8876f79495d0719025'],False,['requirements.txt']
8f9ce57de5682b781ecb08456bd7569ac0690f18,update custom_default doc and fix a list,['1253c18c5412916e7793d4aa7745ea05166671bd'],False,"['custom_default.rst', 'configuration.rst']"
2061f95ef557977952b0ed8d7f0c73e3f2656f03,Fixed ControlMobject Typo,['fdcac10861f574bb223c3f7c589870a5de6ea923'],False,['interactive.py']
55e8d3bc552a0859a06eeebe2e592dfe6c9b5811,Update issue templates,['82eb0ae5beb8a93eaccd81d24cd1dac0d9bf07b2'],False,"['bug_report.md', 'error-when-using.md']"
9916f56fb10b8600856b37e1bb84b57f5cc63ad2,fix a bug after packaging,['fe85d4e02f6935c49fb0b88eebbd492dfff2d324'],False,['config.py']
c5b00401663e15c8c34a450f4ce05c46cac1d3f9,remove samples to reduce error on some machines,['5b6997aea97de3d2f2ed697c5e60083644f85204'],False,['window.py']
46309e26c7c44d857148f515330a8ae327611ec5,"Merge pull request #1334 from TonyCrane/templates

Update templates of issues and pull requests","['dcffbe21d5c52077a3d1162f9936b1c3a1939d10', '143634742bda552aae41495a569c49df083a3177']",True,[]
729dae1376fa72500efe2355a28e80c59dc7dee6,Fix triangulation issue for polygons with many holes,['dcffbe21d5c52077a3d1162f9936b1c3a1939d10'],False,"['svg_mobject.py', 'space_ops.py']"
c8f4c4972042ae54f2cf4016f9a8ab502f8ee682,Yet another triangulation fix,['3938f81c1b4a5ee81d5bfc6563c17a225f7e5068'],False,['space_ops.py']
5b9672bb59d0379e6629aaeb3805a89b5a213c0a,"Merge pull request #1328 from abhi-6988/fix-redundant_key

Replace redundant CONFIG key in NumberLine","['c2b2cb3b7eb8e1b2f6b27d8a19e3050af37b5ee2', 'fb8280171b0a7cee46aa3212a75f84b6d275c2f1']",True,[]
d7e63d907af2bf1e9df25281c1f6bb1d73b1ced1,"Merge pull request #1305 from diracdeltafunk/patch-1

Fix typo in value_tracker.py","['afd1ef65f228909ea9958558a1a424672b97e188', '2451f024f68557917eafc34ed7b39923d3620c98']",True,[]
46294a5fad6dd3a148b5f1d5a19981a57a57edaa,Fix aliasing issue on filled VMobject by calling get_unit_normal on reduced control points,['d7e63d907af2bf1e9df25281c1f6bb1d73b1ced1'],False,['geom.glsl']
a45e0afe0ee9daef6291f447ff9232b1e2b471dc,"Merge pull request #1116 from kcheng0222/patch-1

Fixed typo from ""depricated"" to ""deprecated""","['f13c41bcbb5d8508d7d3be3b8e1331ba1407ee0f', '435a2631c991ec32c323b787da430216eb68e70e']",True,[]
1727d4b86a125c4ce722a5900a53734162837b51,Small hacky tweak to fix more triangulation issues,['f13c41bcbb5d8508d7d3be3b8e1331ba1407ee0f'],False,['space_ops.py']
269128dfb64df9c29efbccbcb5779249ea3a56fb,fix NumberLine and GraphScene,['820e1840d3d2aa9f2aa730712e9bd621ccc1930c'],False,"['number_line.py', 'graph_scene.py']"
4de31aba7f0c933413486e29f78c9c8547250b21,"Merge pull request #1356 from sahilmakhijani/master

Fixed prompt_user_for_choice and added number support","['ed0ac3bee4584e61aff39759f8275e6879333e30', 'c0f6e94545b86f2fd24f2155288b7184bc53ea9b']",True,[]
7a44d66ebc8db0f82ae0be44ffb680a8c9995cc3,"Merge pull request #1355 from TonyCrane/fix-numberline

Fix GraphScene and NumberLine","['4de31aba7f0c933413486e29f78c9c8547250b21', '269128dfb64df9c29efbccbcb5779249ea3a56fb']",True,[]
25cd846356cdf3a493cf67925de2e4e1757c49a9,Fix and simplify get_smooth_quadratic_bezier_handle_points so that VMobject.make_smooth works better,['43614394a4ca4ca3242ce5a6b173dc18400f29d1'],False,"['vectorized_mobject.py', 'bezier.py']"
03bea8198c7fd19185e7f7bdb0e5dbb934a23b33,Fix NumberLine's unit_size,['66817c4e2bc56f45f370498c2c93b033c1109951'],False,['number_line.py']
e677f4027abed3fb68905433a3cd83febe0f1133,Fix Vector orientation in 3d,['66817c4e2bc56f45f370498c2c93b033c1109951'],False,['geometry.py']
1ab60f1c3edfe65cc413cd6284ecde4978827d72,"Merge pull request #1362 from abhi-6988/fix-unit_size

Fix NumberLine's unit_size","['66817c4e2bc56f45f370498c2c93b033c1109951', '03bea8198c7fd19185e7f7bdb0e5dbb934a23b33']",True,[]
2493458e4528ef7bf2ac27b0a86d0e4d42853f24,"Merge pull request #1364 from abhi-6988/fix-3d_vectors

Fix Vector orientation in 3d","['1ab60f1c3edfe65cc413cd6284ecde4978827d72', 'e677f4027abed3fb68905433a3cd83febe0f1133']",True,[]
1084dfb68136bfeb77cf08e787c12f58fd14028d,"Partial fix for Surface.pointwise_become_partial, and hence for ShowCreation() on surfaces",['12e8506841ebd56fc692757be3672fbe42cdf68b'],False,['surface.py']
e8f288f7530e436eef5da7d6c21577320b76d7fc,"Fix for ShowCreation on SGroups, like Cube",['1084dfb68136bfeb77cf08e787c12f58fd14028d'],False,['surface.py']
00e9c426ff7d904abd2fb145eb29648b8b8b4018,Fix Surface.pointwise_become_partial bug,['e8f288f7530e436eef5da7d6c21577320b76d7fc'],False,['surface.py']
de3916424ffd13abcf75584bc21091ba5f8befc1,fix x/y_range of CoordinateSystem,['3bf956871b2a1344b26df72a484b66711af32147'],False,['coordinate_systems.py']
558f2652a4e76972121a8a2113f4c25aba68c398,fix typo in docs,['de3916424ffd13abcf75584bc21091ba5f8befc1'],False,['whatsnew.rst']
cbe24daa98278224fe50b8f3f2e4a4fe19a96f83,Fix mistake,['2d83cccc0a316bdd0a3211669f2bbe554dcf5acd'],False,"['example_scenes.rst', 'example_scenes.py']"
6e2dcae4d711f4bce2af5fc47ffba53aff46dc63,Fix InteractiveDevlopmentExample bug,['17b2efeb71ce29a2fdc8cdcc767eef8166921851'],False,"['example_scenes.rst', 'example_scenes.py']"
d7f3f5ad24b22ed7bc85ee27df03319498fa863f,Buf fixes for #1378,['17988753966fea964e85c34c114af8ce2d5468c3'],False,"['animation.py', 'creation.py', 'mobject.py']"
0c3b401d341f784bb6e7c044955377efe5891905,fix docs,['9df136c723e4d81e736bd7dcc58ccc0358437d31'],False,['quickstart.rst']
a46b7d6931d89b920cab291530bc4fc2c6a3bb00,Fix window size issue,['8f502f279074057a31cef3b5e0fc11480cb0cdeb'],False,['window.py']
c9e223485c0ef2e2b61c3a928bea7e179e139c55,fix Text incorrect coloring,['9bf51bda02834987ca0e96901a5355c1953d9082'],False,['text_mobject.py']
1543450a4fef67e25fd3ae310303f267c0fcbd30,"Update changing.py

To fix the error of ""AttributeError: 'TracedPath' object has no attribute 'n_points_per_cubic_curve'"" (because in the CONFIG dictionary of VMobject class, the n_points_per_cubic_curve dose not exist, and now 'n_points_per_curve' is used instead)",['c9e223485c0ef2e2b61c3a928bea7e179e139c55'],False,['changing.py']
4179c1c3e9ed6b9c6ae973d6daf0b8c000e90ce7,fix bug in example_scenes,['0f95e80798cc96bf41fe036283df6dc2cdfdcf76'],False,['example_scenes.py']
5008e20b8ec08d24e60b3e3c1c29539dbd39f278,Tiny PEP fix,['448d792473dbc4d6fa795f26a4755d3d6261b8e3'],False,['scene.py']
9d1c8df095b47b14e5e3143655feb9a52671333e,"Merge pull request #1398 from casperdcl/tqdm-fixes

progress fixes","['1d0b8640018152496a5aa5892004e69a32c0289a', 'c92b6dbd0bf00e23d8246ea01f1f5c44d9295233']",True,[]
44df81fd7021b239abe535267700c7376266d82a,fix typo,['9d1c8df095b47b14e5e3143655feb9a52671333e'],False,['README.md']
5636b41dfd6ce2b838f1ebfac57e731808e1919e,bug fix for resize_with_interpolation in the case of length=0,['402c06c99a83364fe190e8075e85f7b70a3e27d0'],False,['iterables.py']
63b497c352eff38cd5b16b32fd9f385fd902a59f,Fix init of Elbow super class,['531a031b50ef20aa154d68f698e03642a3e011a6'],False,['geometry.py']
5c427ea287557106773f6a2798b7684e9367a0a0,Fixed typo in example_scenes.py,['531a031b50ef20aa154d68f698e03642a3e011a6'],False,['example_scenes.py']
8345ca6160126ade1b577f32050a1f5936e43498,Small fixes to NumberLine,['611ac7f44801dd71491d942462f32ca00572c394'],False,['number_line.py']
fd18e4a21f534f777818f515e45f802da9632edf,Fixed missing arg in self.get_parts_by_text,['2a1b023442333a2009c7cd00b6f5fef0655615a2'],False,['text_mobject.py']
01d989ba2390cfab6174f6824b1fc5115b5ea0fd,Fix a bug for off-center vector fields,['6c3e4b94eadaf818afa2c3da5d259e8611a54461'],False,['vector_field.py']
09579fcd3eb94be7f0c6d3963afa2bce74941ecf,"Not a great long-term fix, but flipping should always refresh the triangulation",['01d989ba2390cfab6174f6824b1fc5115b5ea0fd'],False,['vectorized_mobject.py']
0c61c908b2259b24103b9e09d2ef4847353ea592,Small fixes to Axes defaults,['82658e1db3fe4d0b40c16fefe154dd913cfdb0f7'],False,['coordinate_systems.py']
cf63dfddf90d9a1858996b92b5a71297450403d7,Fix Lighthouse,['42d8888f8e48046dee41997b7b7f10de588a755b'],False,['light.py']
12ef0a26d7b8002c2b8c22b1cfa6a48b2d60a4ec,Fix chaining animation in example scenes,['7a11e3d20f2eb6e5fbf7e90abacf4435e7c68762'],False,['example_scenes.py']
3a992e136d4aee5228dbc4744aea80e9b401b244,"Merge pull request #1437 from williamclavier/patch-1

Fix typo in example_scenes.py","['7a11e3d20f2eb6e5fbf7e90abacf4435e7c68762', '5c427ea287557106773f6a2798b7684e9367a0a0']",True,[]
22d9c57f6003d4902d00ffebd22c8976cc3b65b7,"Merge pull request #1419 from JWro/patch-1

Fix init of Elbow super class","['3a992e136d4aee5228dbc4744aea80e9b401b244', '63b497c352eff38cd5b16b32fd9f385fd902a59f']",True,[]
b5e6177afd46f8599ada387ba1572bc20d6fc2ba,"Merge pull request #1408 from Eisenwave/patch-1

Fix typo in README.md","['22d9c57f6003d4902d00ffebd22c8976cc3b65b7', '44df81fd7021b239abe535267700c7376266d82a']",True,[]
c45ff910f0790a3aeeccf10c855910f231a7f9b5,"Remove double brace convention, since it causes errors with a number of tex strings",['15760cf2532587e7c8c9dbd1f7f894af1ab0d608'],False,"['example_scenes.py', 'tex_mobject.py']"
41120b096e795bce77ae9f0fb919a24d0bcda1d5,Add support for debugger launch,['1f6e911d60121badd936bcc708d5b9bf3314923c'],False,['__main__.py']
c1ad893030bb3c80099c95219e36d0c6e9192bcc,Fix a wrong function name.,['65d0826b91375c2ddba59c17c20ade07dd005080'],False,['vector_field.py']
a44e230a074bc48d7d03f238304f379a99645a20,"CI: install pango so that manimpango install

https://github.com/ManimCommunity/ManimPango/issues/53",['c45ff910f0790a3aeeccf10c855910f231a7f9b5'],False,['docs.yml']
2bfe7e08ffbd14940fa72b5975cd75e8115ef030,Fix typo in README,['565ff09d58939dd93d5d6fbe185aa5ae952038c6'],False,['README.md']
29e5a8bc90948429c8de7d75cc508a7a827c4b98,fix issue #1480,['565ff09d58939dd93d5d6fbe185aa5ae952038c6'],False,['tex_mobject.py']
bf9d797d8427040d511657b513f3f669281f36e6,fix the mismatch between code and video,['565ff09d58939dd93d5d6fbe185aa5ae952038c6'],False,['example_scenes.rst']
a06d5613f4b4838f44f37b2a1951f2e4aa62b848,fix issue #1509,['bb72718c3bde1450478cc9cc0b8691ff8bf834fd'],False,['window.py']
bb27a78449216c92738c31b1fbf465e786f95aae,fix: checking whether normal is facing the camera.,['bb72718c3bde1450478cc9cc0b8691ff8bf834fd'],False,['finalize_color.glsl']
4ea1d6d64fbacfdc9a94df970c228bb79530c595,"Merge pull request #1475 from CodingPower472/master

Fix typo in README","['fd67858bb0034879dbdb5835df87131021cf6188', '2bfe7e08ffbd14940fa72b5975cd75e8115ef030']",True,[]
2614b34d111c7141f8a34d8fb9dd522d4fc5add2,Merge branch 'master' into readme-fix,"['02bad81fc361fcbd214d0522451302e33ca2ab1f', '4ea1d6d64fbacfdc9a94df970c228bb79530c595']",True,[]
957eedc32c272023094be54ba2105f3ed23b877a,"Merge pull request #1477 from giacomo-b/readme-fix

Update README.md","['4ea1d6d64fbacfdc9a94df970c228bb79530c595', '2614b34d111c7141f8a34d8fb9dd522d4fc5add2']",True,[]
51b2984ee3d175978cdbce51b1e57530279f9320,"Merge pull request #1488 from libinglong/lbl-fix-document

Fix document. Fix the mismatch between code and video","['957eedc32c272023094be54ba2105f3ed23b877a', 'bf9d797d8427040d511657b513f3f669281f36e6']",True,[]
e885ec6ecdd30fb2b2a17b8450c17a4fbdd4324d,Fix the color of tip,['3b3150c3c54a21d0adab6aa9e1caa7858838715e'],False,['geometry.py']
f16277f10017997db290e804e8a7a8a900b6c187,some fixes of doc,['876f06cc37f6139a687767d08e8e1ae7ab869038'],False,"['custom_config.rst', 'configuration.rst', 'example_scenes.rst', 'structure.rst', 'example_scenes.py']"
d1a5089acc2b94ed19421825a13fe6182551c6b7,"Merge pull request #1529 from calvinpelletier/window_size_bug_fix

fix issue #1509","['f16277f10017997db290e804e8a7a8a900b6c187', 'a06d5613f4b4838f44f37b2a1951f2e4aa62b848']",True,[]
e9ea5fbea08a516df5fb0b86e71c3a7692e466e3,"Merge pull request #1481 from libinglong/lbl-fix-tex

fix issue #1480","['7ecfc041b3883db7eb55c79fb29f5b83feb86fdd', '29e5a8bc90948429c8de7d75cc508a7a827c4b98']",True,[]
b4b4d39ec51cbfce7fafdc5ff0f9f4ddfd26b181,Fixes issues #1436,['1c2942798e1206140e64fcab852d0592df6826e5'],False,['frag.glsl']
607ef334e9f1de19153426c5ffc27791dd448a01,Fix Lightbulb,['b4b4d39ec51cbfce7fafdc5ff0f9f4ddfd26b181'],False,['drawings.py']
17d75bd3369d699186fe4a24f1f22ba1a869ac32,Fixed the size of Text on different machines,['23662d093f4fca2596aa9795ff9e0c92e54778d3'],False,['text_mobject.py']
b8fb69773ea866e0b49ec88186e163baa6e004eb,fix example scenes,['23662d093f4fca2596aa9795ff9e0c92e54778d3'],False,['example_scenes.py']
798479536da15328ec87f4b294d0c56fbcc1204a,"Merge pull request #1545 from TonyCrane/fix-example-scenes

Fix example scenes","['34d46896721bf389765ce004b886a4617245308d', '226df63d0b0dabe6413029dc958d8f41efae4e2a']",True,[]
b4f23e8d8ecce42acfb630e541830197c0f12bec,"Merge pull request #1553 from naveen521kk/fix-text

Scale Text Correctly","['5ff8e28ba573ff0365c7f685e476fac1b7113197', '5765ab9055598b756c448e473ad7c594e1cb406a']",True,[]
846c10a0ffb0625b2d4e0a0703b9586d6f8fc485,"Merge pull request #1543 from TonyCrane/master

Fixed the default size of Text","['b4f23e8d8ecce42acfb630e541830197c0f12bec', '128178b46e631fbd4a424dadaf1dd5c99fb9c26a']",True,[]
d14f22c5ba2b2ae2a4cc595b33f61a2c2bf255f4,"Revert ""Fixed the default size of Text""",['846c10a0ffb0625b2d4e0a0703b9586d6f8fc485'],False,"['changelog.rst', 'text_mobject.py']"
663c57ba74a55be103a3c1cec0c0dffe04db77d7,a little fix to TEXT_MOB_SCALE_FACTOR,['892ce2db09c1ebd2bdad932ca442ee3495331111'],False,['text_mobject.py']
bccc17a3acf7a6d33c65fab0e9d789d12a8dedd8,"Merge pull request #1555 from 3b1b/revert-1543-master

Scale `Text` correctly | Revert ""Fixed the default size of Text""","['26e9b9cd7c75f4c4ac1600473ae4c19073e0e3c8', '892df54c9ffaf7abeb676a5d6c508b82263b50d9']",True,[]
01670cf8238a4419d108f65ce093693dfe72773f,Fix ControlsExample Scene (#1551),['d384fc1e276cb0a6f16691ecf3fa7d4f5e177c82'],False,"['example_scenes.py', 'mobject.py']"
5707585d1791bbd8608f244715f3a1a6e544b667,fix typo,['b00d718431284ab750747e1be218a46d68acce73'],False,['init_config.py']
4940ccac7dd8b488f6f78b1dba7b6aa29feb3966,"Minor fix for zooming

It's weird that when you Scroll Up, the interactive shell zooms out.

So to fix this replace factor -> 1/factor .",['17d7f0b6f0820818f3ff40d9b8746e5d74194d8a'],False,['scene.py']
45938dd76f7af3ffcab3fa36a52d2f6851441edd,"Merge pull request #944 from Lalourche/fix-counting

Fixed execution of counting.py","['3fe4d6d2d4e6c87549c75fe919970caafc5f4cfa', '1b125df5724b6d83e028653a44a1379c33c241c3']",True,[]
a3227dda676e463f9b707c73f73909a68fbf17fa,Small formatting fix,['d384fc1e276cb0a6f16691ecf3fa7d4f5e177c82'],False,['space_ops.py']
7da6179493a20f661500c2d3d9a4e803cede5fad,"Merge pull request #1586 from Wallbreaker5th/master

Fix triangulation","['8aa004b0b182cbaecbde02a7ae2d30ec2d19fc3e', '2ed78c6e0fdce6d1f160f05c32c18236752ac950']",True,[]
0b3a1b271c9e267fc38d8aed82f5be0e06057322,"Merge pull request #1565 from 3b1b/fix-package-versioning

Transition build method to PEP 517","['fd8904ec831f995f775306e64681c8351669a0fa', '0305582e64bd30650a5a8130e39125d3f826c1ed']",True,[]
354db4423fc607582864f6310d204d2da4367bc6,"Merge pull request #1578 from nutanstrek/patch-1

Minor fix for zooming","['27344249dedf8570d5b30d2650b3ecca63b9a97f', '4940ccac7dd8b488f6f78b1dba7b6aa29feb3966']",True,[]
5c0a1e4b762ed339c8c3d9040ec0e57338b55569,fix put_start_and_end_on,['121e6215f874714883637580b4ae9a7caed09861'],False,['mobject.py']
31119b630e9d44c5d9e017dbfe08c94b59df99c4,"Merge pull request #1592 from AStarySky/patch-1

fix put_start_and_end_on","['121e6215f874714883637580b4ae9a7caed09861', 'b0fd5203829421d59f67044f7dd0a2a8289c1328']",True,[]
1e621e82781342e4a1e959f7aa99f21801b3ffb4,fix: fix typo spelling grammar,['31119b630e9d44c5d9e017dbfe08c94b59df99c4'],False,"['configuration.rst', 'example_scenes.rst', 'example_scenes.py', 'transform.py', 'mobject.py', 'mobject_update_utils.py', 'shape_matchers.py', 'graph_theory.py', 'region.py', 'scene.py', 'scene_file_writer.py', 'bezier.py', 'iterables.py', 'window.py']"
da53a6f80844ee89fcc8f1e56d129d85d5c0a03b,"Merge pull request #1594 from slowy07/minor-fixing

fix: fix typo spelling grammar","['31119b630e9d44c5d9e017dbfe08c94b59df99c4', '1e621e82781342e4a1e959f7aa99f21801b3ffb4']",True,[]
e15133467588869c2f42b29b70f4099be463c835,Alternate fix to Decimal scaling issue,['bbeba108bc760cf0f8a0c2e9d4275cfc87235cdd'],False,"['mobject.py', 'numbers.py']"
56df15453f3e3837ed731581e52a1d76d5692077,Fix bug with common range array used for all coordinate systems,['d50717a3fcd9979f9efdbd21a857746010c407ad'],False,['coordinate_systems.py']
7356a36fa70a8279b43ae74e247cbd43b2bfd411,Only call self.throw_error_if_no_points once for get_start_and_end,['f3e3a7c56f606b3416f265fe470d0d780d3cabae'],False,['mobject.py']
e712951f2d55d9dffed53573d7b73ba9d8c69ceb,Typo fix in UpdatersExample,['1b240743694debc594b7b58167c921aa95b4d648'],False,['example_scenes.rst']
86458942550c639a241267d04d57d0e909fcf252,Fix CoordinateSystem init bug,['acba13f4991b78d54c0bf93cce7ca3b351c25476'],False,['coordinate_systems.py']
952a598e3b57acf5380ee793f963988531abf9d5,"Merge pull request #1613 from k1499/fix-example-scenes-doc-typo

Typo fix in UpdatersExample","['1b240743694debc594b7b58167c921aa95b4d648', 'e712951f2d55d9dffed53573d7b73ba9d8c69ceb']",True,[]
0dc096bf576ea900b351e6f4a80c13a77676f89b,Fix bug for single-valued ValueTracker,['e40a2935b19105237fe7601b66c733496e228a60'],False,['value_tracker.py']
762f1abef785a6be47603c2d30e0db2f1d8bf893,"Fix the import

Fix the import statement",['952a598e3b57acf5380ee793f963988531abf9d5'],False,['example.py']
0fd8fdc3cae2441f3c4a0d038075c380da965583,"Merge pull request #1620 from meadlai/patch-1

Fix the import","['952a598e3b57acf5380ee793f963988531abf9d5', '762f1abef785a6be47603c2d30e0db2f1d8bf893']",True,[]
d19b38641538e647b36d21146c826e8acea6a42e,Fix dots,['17c2772b84abf6392a4170030e36e981de4737d0'],False,['numbers.py']
54ad3550ef0c0e2fda46b26700a43fa8cde0973f,Fix bug with SVG rectangles,['d19b38641538e647b36d21146c826e8acea6a42e'],False,['svg_mobject.py']
d45ea28dc1d92ab9c639a047c00c151382eb0131,Fix DotCloud.set_radii,['788775e419e88d8816c3c67069905d51cbee694e'],False,['dot_cloud.py']
b543cc0e32d45399ee81638b6d4fb631437664cd,Temporary fix for PMobject array resizing,['d45ea28dc1d92ab9c639a047c00c151382eb0131'],False,['point_cloud_mobject.py']
b4132e3d5e3c9da3ce3fe73801b8b3f60db3c6b2,Bug fix for 0 arrow length case,['e9b404406d3929accae83edff61a2155a2affd9d'],False,['geometry.py']
5f878a2c1aa531b7682bd048468c72d2835c7fe5,Fix match_style,['9483f26a3b056de0e34f27acabd1a946f1adbdf9'],False,"['numbers.py', 'vectorized_mobject.py']"
a4afbfd7391de4b5df70558a63e7fe7281a82424,Small fixes to PMobject,['5f878a2c1aa531b7682bd048468c72d2835c7fe5'],False,['point_cloud_mobject.py']
719c81d72b00dcf49f148d7c146774b22e0fe348,Fix negative path_arc case,['ed1fc4d5f94467d602a568466281ca2d0368b506'],False,['geometry.py']
c726eb7a180b669ee81a18555112de26a8aff6d6,buf fix with get_lines_parallel_to_axis,['33fa76dfac36e70bb5fad69dc6a336800c6dacce'],False,['coordinate_systems.py']
fde82e09c025028fc9b67f274295f30b12c2494f,"Merge pull request #1643 from BillyLikesHacking/patch-1

Fixed Simple typo","['0021880fba45688310e7bb1c0682eacb7fb4b101', 'cfd362aa56e4b2cf8202271e01477655cd065452']",True,[]
7732d2f0ee10449c5731499396d4911c03e89648,Fix ComplexPlane -i display bug,['23ebbb2af1bfc73db1f0f6ae4c74e059f98594bc'],False,['coordinate_systems.py']
b8584fe5ab9b37903bbb71067f1be37c5147b00c,Fix parameter typo,['b6c23a09e9eaa3c19c6b383924bf08cd56756c32'],False,['mobject.py']
55e968e17403af9432cd4b105e58a581ab5e3ece,"Merge pull request #1653 from YishiMichael/master

Fix parameter typo","['97d16098494e718cb83d4ff7ff995bf9a7dae46e', 'b8584fe5ab9b37903bbb71067f1be37c5147b00c']",True,[]
305ca72ebe6b73ba7e06ea2da88260c711633954,Fix the bug of rotating camera,['4d81d3678b847b0c1ae6f4f4581c845553bc59f5'],False,['camera.py']
872ef67cf713ac209f34e5e1212adf2a94fe3bbd,Fix bug of rotating camera,['305ca72ebe6b73ba7e06ea2da88260c711633954'],False,['camera.py']
f77e25ff8605450f68a8f7f0db8655989092d31d,"Merge pull request #1655 from widcardw/master

Fix the bug of rotating camera","['4d81d3678b847b0c1ae6f4f4581c845553bc59f5', '872ef67cf713ac209f34e5e1212adf2a94fe3bbd']",True,[]
82fa6ab125c3dff4c775f68de3de1b3adf9e585e,Temporary hack to fix a bug I don't understand,['7b72fa8ca126fbb10fa4fb6dd0a1f5d5658cca19'],False,['camera.py']
deb1311e482ff0c73488110f7de3c8d0cf571c70,Fix VideoIcon,['82fa6ab125c3dff4c775f68de3de1b3adf9e585e'],False,['drawings.py']
f0b5181694b40e23f38e83a7707511aa032244fd,"Update manimlib/mobject/mobject.py

Small bug fix to Mobject.__add__",['77159eea2eccdb9cd69f20f1e2f33345adfdf69c'],False,['mobject.py']
c73d507c76af5c8602d4118bc7538ba04c03ebae,Fix SurfaceMesh to be evenly spaced,['317a5d6226475b6b54a78db7116c373ef84ea923'],False,['three_dimensions.py']
82bd02d21fbd89b71baa21e077e143f440df9014,"Fix angle_between_vectors, add rotation_between_vectors",['d065e1973d1d6ebd2bece81ce4bdf0c2fff7c772'],False,['space_ops.py']
a7173142bf93fd309def0cc10f3c56f5e6972332,Fix VMobject.fade,['0e78027186a976f7e5fa8d586f586bf6e6baab8d'],False,['vectorized_mobject.py']
